type,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol
-0.571366589416845,-0.16689773010333397,-0.423167994392649,0.28427264979112615,3.2070049692949425,-0.3151391556972362,0.8155653085446922,0.9599756048834102,2.1022136509718856,-1.3595895385529344,-0.5458678806770624,-1.418558211070525
-0.571366589416845,-0.7071548116627879,-0.24084613626943277,0.14655075980246476,-0.8079455008700731,-0.20094575676167142,-0.9311070516567161,0.2876175394013979,-0.23233191758030444,0.5081164533795756,-0.2769743787145648,-0.8316151563879578
-0.571366589416845,0.6820776837758075,-0.3623940416849102,0.5597164297684496,0.3061507028929942,-0.17239740702778023,-0.02959873671405376,-0.33165962617413963,0.13452524319218465,0.2590889877885739,-0.6130912561676868,-0.32852110951718577
-0.571366589416845,-0.012538563943489898,-0.6662638052236043,0.008828869813803004,0.6424816323309012,0.05598939084334919,0.928253847912525,1.2430737377179415,0.3012784980887908,-0.1767090769956777,-0.8819847581301844,-0.49621912514077593
-0.571366589416845,-0.012538563943489898,-0.6662638052236043,0.008828869813803004,0.6424816323309012,0.05598939084334919,0.928253847912525,1.2430737377179415,0.3012784980887908,-0.1767090769956777,-0.8819847581301844,-0.49621912514077593
-0.571366589416845,0.6820776837758075,-0.3623940416849102,0.5597164297684496,0.3061507028929942,-0.17239740702778023,-0.02959873671405376,-0.33165962617413963,0.13452524319218465,0.2590889877885739,-0.6130912561676868,-0.32852110951718577
-0.571366589416845,-0.7843343947427096,-0.11929823085395505,-1.09294625009549,0.32717138598286327,-0.3151391556972362,-0.02959873671405376,0.3583920726100308,0.067823941233557,-0.23896594339342675,-0.41142112969581374,-0.7477661485761627
-0.571366589416845,-0.16689773010333397,-0.423167994392649,0.28427264979112615,3.2070049692949425,-0.3151391556972362,0.8155653085446922,0.9599756048834102,2.1022136509718856,-1.3595895385529344,-0.5458678806770624,-1.418558211070525
-0.571366589416845,-0.7071548116627879,-0.24084613626943277,0.14655075980246476,-0.8079455008700731,-0.20094575676167142,-0.9311070516567161,0.2876175394013979,-0.23233191758030444,0.5081164533795756,-0.2769743787145648,-0.8316151563879578
-0.571366589416845,0.6820776837758075,-0.7270377579313432,0.7662992647514418,-0.8289661839599424,-0.3436875054311274,-0.14228727608188654,0.23453663949492326,-0.2990332195389321,0.01006152219757496,-0.5458678806770624,0.4261199607889731
-0.571366589416845,0.6820776837758075,-0.423167994392649,0.6285773747627801,-0.839476525504877,-0.6577193525039302,-1.1001398607084654,-0.933243158447519,-1.299552748918458,-1.4218464049506834,0.19358924971980657,1.264610038906927
-0.571366589416845,1.0679755991754174,-0.6662638052236043,0.5597164297684496,-0.2614077405334741,-0.6006226530361478,-0.7620742426049669,-0.11933602654824106,0.0011226392749293526,-0.48799340898442845,-0.008080876752066882,-0.6639171407643676
-0.571366589416845,0.527718517615964,-0.9701335687622985,0.35313359478545703,-0.8920282332295498,-0.45788090436669204,-0.8184185122888833,-0.7209195588216204,-0.899344937166655,-0.23896594339342675,0.6641528781541771,0.25842194516538286
-0.571366589416845,-0.4756160624230221,-1.091681474177776,0.5597164297684496,-0.8289661839599424,-0.3436875054311274,0.9845981175964413,0.4822475057251383,-1.1661501450012026,2.0022812469255857,-0.07530425224269136,1.6000060701541088
-0.571366589416845,0.8364368499356523,0.4884412962234329,2.0746572196437274,2.9022050644918393,-0.45788090436669204,0.5901882298090266,0.9953628714877266,1.835408443137375,-1.4841032713484352,0.9330463801166751,-0.6639171407643676
